id,trait,ncase,group_name,year,author,consortium,sex,pmid,population,unit,sample_size,build,ncontrol,category,subcategory,ontology,note,mr,nsnp,doi,coverage,study_design,priority,sd
prot-a-512,Centrosomal protein of 57 kDa,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-513,Centrosomal protein of 57 kDa,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-514,Centrosomal protein of 57 kDa,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-515,Ceramide synthase 5,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-516,Centrin-2,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-517,Cilia- and flagella-associated protein 45,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-518,Complement factor B,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-519,Cryptic protein,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-52,Adenylosuccinate synthetase isozyme 1,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-520,Complement factor H,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-521,Complement factor H-related protein 5,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-522,Complement factor H-related protein 5,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-523,Complement factor I,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-524,Cofilin-1,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-525,Properdin,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-526,Glycoprotein hormones alpha chain,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-527,Human Chorionic Gonadotropin,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-528,Follicle stimulating hormone,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-529,Luteinizing hormone,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-53,alpha-Fetoprotein,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-530,Thyroid Stimulating Hormone,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-531,Choriogonadotropin subunit beta variant 2,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-532,Cell growth regulator with EF hand domain protein 1,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-533,Chondroadherin,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-534,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-535,Coiled-coil-helix-coiled-coil-helix domain-containing protein 2,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-536,Chromodomain-helicase-DNA-binding protein 7,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-537,Serine/threonine-protein kinase Chk1,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-538,Chromogranin-A,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-539,Secretogranin-1,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-54,"Advanced glycosylation end product-specific receptor, soluble",,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-540,Chitinase-3-like protein 1,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-541,Chitinase-3-like protein 2,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-542,Cysteine-rich hydrophobic domain-containing protein 2,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-543,Chitotriosidase-1,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-544,Choline/ethanolamine kinase,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-545,Neural cell adhesion molecule L1-like protein,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-546,Calcineurin B homologous protein 1,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-547,Chordin,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-548,Chordin-like protein 1,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-549,Chordin-like protein 2,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-55,Arf-GAP domain and FG repeat-containing protein 1,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-550,Carbohydrate sulfotransferase 11,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-551,Carbohydrate sulfotransferase 14,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-552,Carbohydrate sulfotransferase 15,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-553,Carbohydrate sulfotransferase 15,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-554,Carbohydrate sulfotransferase 1,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-555,Carbohydrate sulfotransferase 2,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-556,Carbohydrate sulfotransferase 3,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-557,Carbohydrate sulfotransferase 5,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-558,Carbohydrate sulfotransferase 6,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-559,Carbohydrate sulfotransferase 9,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-56,Angiogenic factor with G patch and FHA domains 1,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-560,Cartilage intermediate layer protein 1,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-561,Cold-inducible RNA-binding protein,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-562,CDGSH iron-sulfur domain-containing protein 1,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-563,CDGSH iron-sulfur domain-containing protein 2,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-564,Cytoskeleton-associated protein 2,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-565,Creatine kinase B-type,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-566,Creatine kinase M-type,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-567,Galectin-10,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-568,C-type lectin domain family 10 member A,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-569,Stem Cell Growth Factor-beta,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-57,Protein argonaute-1,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-570,C-type lectin domain family 12 member A,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-571,C-type lectin domain family 14 member A,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-572,C-type lectin domain family 2 member A,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-573,C-type lectin domain family 2 member B,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-574,C-type lectin domain family 2 member D,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-575,C-type lectin domain family 2 member L,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-576,C-type lectin domain family 4 member D,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-577,C-type lectin domain family 4 member E,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-578,C-type lectin domain family 4 member M,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-579,C-type lectin domain family 5 member A,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-58,Anterior gradient protein 2 homolog,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-580,C-type lectin domain family 6 member A,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-581,C-type lectin domain family 7 member A,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-582,C-type lectin-like domain family 1,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-583,Chloride intracellular channel protein 4,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-584,Chloride intracellular channel protein 5,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-585,Clathrin interactor 1,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-586,Dual specificity protein kinase CLK2,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-587,CXADR-like membrane protein,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-588,CXADR-like membrane protein,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-589,Ceroid-lipofuscinosis neuronal protein 5,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-59,Agouti-related protein,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-590,Ceroid-lipofuscinosis neuronal protein 5,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-591,Caseinolytic peptidase B protein homolog,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-592,Colipase,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-593,Colipase-like protein 2,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-594,Calsyntenin-3,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-595,Clathrin heavy chain 1,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-596,Clusterin,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-597,Chymase,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-598,UMP-CMP kinase,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-599,UMP-CMP kinase,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-6,Alpha/beta hydrolase domain-containing protein 14A,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-60,Activator of 90 kDa heat shock protein ATPase homolog 1,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-600,Cytosolic non-specific dipeptidase,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-601,Nuclear envelope phosphatase-regulatory subunit 1,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-602,CCR4-NOT transcription complex subunit 1,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-603,"2',3'-cyclic-nucleotide 3'-phosphodiesterase",,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-604,Ciliary neurotrophic factor,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-605,Ciliary neurotrophic factor receptor subunit alpha,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-606,Ciliary neurotrophic factor receptor subunit alpha,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-607,Contactin-2,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-608,Contactin-4,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-609,Contactin-5,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-61,Alpha-2-HS-glycoprotein,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-610,Contactin-associated protein 1,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-611,Contactin-associated protein-like 2,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-612,"Cytochrome c oxidase assembly factor 3 homolog, mitochondrial",,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-613,Cochlin,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-614,Conserved oligomeric Golgi complex subunit 8,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-615,Collagen alpha-2(XI) chain,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-616,Collagen alpha-1(XV) chain,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-617,Endostatin,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-618,Collagen alpha-1(I) chain,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-619,Collagen alpha-1(XX) chain,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-62,Allograft inflammatory factor 1,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-620,Collagen alpha-1(XXVI) chain,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-621,Collagen alpha-1(XXVIII) chain,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-622,Collagen alpha-1(VI) chain,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-623,Collagen alpha-3(VI) chain,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-624,Collagen alpha-5(VI) chain,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-625,Collagen alpha-1(VIII) chain,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-626,Collagen alpha-2(IX) chain,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-627,Collectin-10,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-628,Collectin-11,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-629,Collectin-12,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-63,"Apoptosis-inducing factor 1, mitochondrial",,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-630,Collectin-12,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-631,Procollagen galactosyltransferase 1,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-632,Procollagen galactosyltransferase 2,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-633,COMM domain-containing protein 1,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-634,COMM domain-containing protein 7,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-635,COP9 signalosome complex subunit 2,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-636,Coactosin-like protein,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-637,"Cytochrome c oxidase subunit 4 isoform 2, mitochondrial",,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-638,"Cytochrome c oxidase subunit 5B, mitochondrial",,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-639,Cytochrome c oxidase subunit 6C,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-64,"Apoptosis-inducing factor 1, mitochondrial",,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-640,"Cytochrome c oxidase subunit 7A1, mitochondrial",,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-641,"Cytochrome c oxidase subunit 8A, mitochondrial",,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-642,Carboxypeptidase A2,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-643,Carboxypeptidase A4,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-644,Carboxypeptidase B,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-645,Carboxypeptidase M,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
prot-a-646,Copine-1,,public,2018,Sun BB,NA,Males and Females,29875488,European,NA,3301,HG19/GRCh37,,Immune system,Protein,NA,NA,1,10534735,,,,0,
