id.exposure,id.outcome,outcome,exposure,method,Q,Q_df,Q_pval,outcome_code,q_sensitivity_58
ukb-b-6134,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Age completed full time education || id:ukb-b-6134,Inverse variance weighted,201.976747417638,156,0.0077453450291192,IHD,0.0115187182484337
ukb-b-6134,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Age completed full time education || id:ukb-b-6134,MR Egger,200.063292962671,155,0.008574230142448,IHD,0.0123382502351403
ukb-b-6134,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Age completed full time education || id:ukb-b-6134,Inverse variance weighted,241.64664430609,156,1.30574907229284e-05,DD,4.45490859958734e-05
ukb-b-6134,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Age completed full time education || id:ukb-b-6134,MR Egger,241.579165502956,155,1.04658755599926e-05,DD,3.57071048517395e-05
ukb-b-4063,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Number of self-reported non-cancer illnesses || id:ukb-b-4063,Inverse variance weighted,362.66086132191,165,7.09396447989535e-17,IHD,6.85749899723217e-16
ukb-b-4063,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Number of self-reported non-cancer illnesses || id:ukb-b-4063,MR Egger,360.250746387218,164,9.26497748908254e-17,IHD,8.95614490611312e-16
ukb-b-4063,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Number of self-reported non-cancer illnesses || id:ukb-b-4063,Inverse variance weighted,203.550988392916,165,0.0220918776960135,DD,0.0278549762254083
ukb-b-4063,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Number of self-reported non-cancer illnesses || id:ukb-b-4063,MR Egger,200.396362472592,164,0.0278182421998454,DD,0.0343288946295964
ukb-b-17729,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Qualifications: None of the above || id:ukb-b-17729,Inverse variance weighted,346.919140214468,265,0.000529159533028872,IHD,0.00122765011662698
ukb-b-17729,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Qualifications: None of the above || id:ukb-b-17729,MR Egger,346.896007055038,264,0.000457785895232256,IHD,0.00106206327693883
ukb-b-17729,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Qualifications: None of the above || id:ukb-b-17729,Inverse variance weighted,368.378016366853,265,2.67655626033628e-05,DD,8.17054016313179e-05
ukb-b-17729,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Qualifications: None of the above || id:ukb-b-17729,MR Egger,368.051373296999,264,2.35720348140266e-05,DD,7.59543344007525e-05
ukb-b-7408,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Average total household income before tax || id:ukb-b-7408,Inverse variance weighted,195.799058630209,176,0.146089655123626,IHD,0.162946153791736
ukb-b-7408,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Average total household income before tax || id:ukb-b-7408,MR Egger,195.23172146936,175,0.140589969913489,IHD,0.156811889518891
ukb-b-7408,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Average total household income before tax || id:ukb-b-7408,Inverse variance weighted,241.667361270014,176,0.000749527550190725,DD,0.00161009621892822
ukb-b-7408,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Average total household income before tax || id:ukb-b-7408,MR Egger,241.646229596287,175,0.000630821951132792,DD,0.00140721819868084
ieu-b-102,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Major depression || id:ieu-b-102,Inverse variance weighted,205.016593628287,163,0.0143026084918726,IHD,0.0192918905239212
ieu-b-102,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Major depression || id:ieu-b-102,MR Egger,205.01233081936,162,0.0124776114118865,IHD,0.0168302665555678
ieu-b-102,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Major depression || id:ieu-b-102,Inverse variance weighted,248.319486276405,163,1.8751281761117e-05,DD,6.04207967858214e-05
ieu-b-102,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Major depression || id:ieu-b-102,MR Egger,244.35513432038,162,3.07881039887964e-05,DD,9.39847384921154e-05
ukb-b-18994,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Miserableness || id:ukb-b-18994,Inverse variance weighted,192.202530118461,144,0.00449925217173312,IHD,0.00715342034687368
ukb-b-18994,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Miserableness || id:ukb-b-18994,MR Egger,191.086393661881,143,0.00447482304175018,IHD,0.00720943712281973
ukb-b-18994,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Miserableness || id:ukb-b-18994,Inverse variance weighted,194.203098784079,144,0.00337215856512772,DD,0.00575250578757081
ukb-b-18994,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Miserableness || id:ukb-b-18994,MR Egger,192.818283952125,143,0.00348473870289979,DD,0.00594455425788788
ieu-b-4877,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",smoking initiation || id:ieu-b-4877,Inverse variance weighted,222.272778957286,215,0.352376144398187,IHD,0.352376144398187
ieu-b-4877,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",smoking initiation || id:ieu-b-4877,MR Egger,221.648980229136,214,0.345481357471231,IHD,0.345481357471231
ieu-b-4877,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,smoking initiation || id:ieu-b-4877,Inverse variance weighted,296.768920436706,215,0.000183546392469992,DD,0.000483895034693614
ieu-b-4877,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,smoking initiation || id:ieu-b-4877,MR Egger,296.557790147214,214,0.00015900168134271,DD,0.000419186250812599
ukb-b-17360,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Illnesses of siblings: None of the above (group 1) || id:ukb-b-17360,Inverse variance weighted,223.744577854347,72,1.84508657522747e-17,IHD,2.14030042726386e-16
ukb-b-17360,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Illnesses of siblings: None of the above (group 1) || id:ukb-b-17360,MR Egger,222.921246908285,71,1.37002543817785e-17,IHD,1.58922950828631e-16
ukb-b-17360,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Illnesses of siblings: None of the above (group 1) || id:ukb-b-17360,Inverse variance weighted,83.9628326358711,72,0.158327644169534,DD,0.173264214374207
ukb-b-17360,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Illnesses of siblings: None of the above (group 1) || id:ukb-b-17360,MR Egger,81.1735559755541,71,0.191763807968013,DD,0.205968534484162
ukb-b-4630,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Neuroticism score || id:ukb-b-4630,Inverse variance weighted,309.415688493576,263,0.0259260477596715,IHD,0.031823072770582
ukb-b-4630,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Neuroticism score || id:ukb-b-4630,MR Egger,304.157296498286,262,0.0375399346681081,IHD,0.0444350247091892
ukb-b-4630,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Neuroticism score || id:ukb-b-4630,Inverse variance weighted,347.300555034231,263,0.00037371926280798,DD,0.000942422488820124
ukb-b-4630,finn-b-F5_DEPRESSIO,Depression || id:finn-b-F5_DEPRESSIO,Neuroticism score || id:ukb-b-4630,MR Egger,345.835876084842,262,0.000389699004957771,DD,0.000941772595314614
ukb-b-13352,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Vascular/heart problems diagnosed by doctor: None of the above || id:ukb-b-13352,Inverse variance weighted,973.66326692057,364,4.24311041581243e-57,IHD,2.46100404117121e-55
ukb-b-13352,finn-b-I9_IHD,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",Vascular/heart problems diagnosed by doctor: None of the above || id:ukb-b-13352,MR Egger,969.467890467144,363,9.68366504657349e-57,IHD,5.61652572701262e-55
