location_id,location_name,ISO3,iso3_mapping_method,match_status,geometry_available,geometry_feature_count,geometry_feature_indices,geometry_feature_names,geometry_feature_or_region_names,polygon_part_count,multipart_value_replication,display_mapping_rule
209,Republic of Guinea-Bissau,GNB,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,84,Guinea Bissau,Guinea Bissau,7,TRUE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
113,Republic of Guyana,GUY,manual ISO3 override after countrycode non-match,matched_exact_iso3,TRUE,1,91,Guyana,Guyana,1,FALSE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
114,Republic of Haiti,HTI,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,96,Haiti,Haiti,3,TRUE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
129,Republic of Honduras,HND,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,94,Honduras,Honduras,3,TRUE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
83,Republic of Iceland,ISL,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,106,Iceland,Iceland,1,FALSE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
163,Republic of India,IND,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,100,India,India,14,TRUE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
11,Republic of Indonesia,IDN,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,98,Indonesia,Indonesia,133,TRUE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
143,Republic of Iraq,IRQ,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,105,Iraq,Iraq,1,FALSE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
86,Republic of Italy,ITA,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,108,Italy,Italy,9,TRUE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
36,Republic of Kazakhstan,KAZ,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,114,Kazakhstan,Kazakhstan,4,TRUE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
180,Republic of Kenya,KEN,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,115,Kenya,Kenya,2,TRUE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
23,Republic of Kiribati,KIR,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,118,Kiribati,Kiribati,19,TRUE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
68,Republic of Korea,KOR,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,120,South Korea,South Korea,11,TRUE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
59,Republic of Latvia,LVA,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,133,Latvia,Latvia,1,FALSE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
210,Republic of Liberia,LBR,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,125,Liberia,Liberia,1,FALSE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
60,Republic of Lithuania,LTU,countrycode country.name to iso3c,matched_exact_iso3,TRUE,1,131,Lithuania,Lithuania,2,TRUE,Exact ISO3 join; one country value is applied to every polygon part in the matched feature(s)
