location_name,location_id,sex_name,age_name,n_years,weighted_r,weighted_se,weighted_t,weighted_p,fit_status
Independent State of Papua New Guinea,26,Male,10-14 years,30,,,,,not_estimable_constant_series
Independent State of Papua New Guinea,26,Male,5-9 years,30,,,,,not_estimable_constant_series
Independent State of Papua New Guinea,26,Male,<5 years,30,,,,,not_estimable_constant_series
Independent State of Samoa,27,Male,10-14 years,30,,,,,not_estimable_constant_series
Independent State of Samoa,27,Male,5-9 years,30,,,,,not_estimable_constant_series
Independent State of Samoa,27,Male,<5 years,30,,,,,not_estimable_constant_series
Ireland,84,Male,10-14 years,30,,,,,not_estimable_constant_series
Ireland,84,Male,5-9 years,30,,,,,not_estimable_constant_series
Ireland,84,Male,<5 years,30,,,,,not_estimable_constant_series
Islamic Republic of Afghanistan,160,Male,10-14 years,30,,,,,not_estimable_constant_series
Islamic Republic of Afghanistan,160,Male,5-9 years,30,,,,,not_estimable_constant_series
Islamic Republic of Afghanistan,160,Male,<5 years,30,,,,,not_estimable_constant_series
Islamic Republic of Iran,142,Male,10-14 years,30,,,,,not_estimable_constant_series
Islamic Republic of Iran,142,Male,5-9 years,30,,,,,not_estimable_constant_series
Islamic Republic of Iran,142,Male,<5 years,30,,,,,not_estimable_constant_series
Islamic Republic of Mauritania,212,Male,10-14 years,30,,,,,not_estimable_constant_series
Islamic Republic of Mauritania,212,Male,5-9 years,30,,,,,not_estimable_constant_series
Islamic Republic of Mauritania,212,Male,<5 years,30,,,,,not_estimable_constant_series
Islamic Republic of Pakistan,165,Male,10-14 years,30,,,,,not_estimable_constant_series
Islamic Republic of Pakistan,165,Male,5-9 years,30,,,,,not_estimable_constant_series
Islamic Republic of Pakistan,165,Male,<5 years,30,,,,,not_estimable_constant_series
Jamaica,115,Male,10-14 years,30,,,,,not_estimable_constant_series
Jamaica,115,Male,5-9 years,30,,,,,not_estimable_constant_series
Jamaica,115,Male,<5 years,30,,,,,not_estimable_constant_series
Japan,67,Male,10-14 years,30,,,,,not_estimable_constant_series
Japan,67,Male,5-9 years,30,,,,,not_estimable_constant_series
Japan,67,Male,<5 years,30,,,,,not_estimable_constant_series
Kingdom of Bahrain,140,Male,10-14 years,30,,,,,not_estimable_constant_series
Kingdom of Bahrain,140,Male,5-9 years,30,,,,,not_estimable_constant_series
Kingdom of Bahrain,140,Male,<5 years,30,,,,,not_estimable_constant_series
Kingdom of Belgium,76,Male,10-14 years,30,,,,,not_estimable_constant_series
Kingdom of Belgium,76,Male,5-9 years,30,,,,,not_estimable_constant_series
Kingdom of Belgium,76,Male,<5 years,30,,,,,not_estimable_constant_series
Kingdom of Bhutan,162,Male,10-14 years,30,,,,,not_estimable_constant_series
Kingdom of Bhutan,162,Male,5-9 years,30,,,,,not_estimable_constant_series
Kingdom of Bhutan,162,Male,<5 years,30,,,,,not_estimable_constant_series
Kingdom of Cambodia,10,Male,10-14 years,30,,,,,not_estimable_constant_series
Kingdom of Cambodia,10,Male,5-9 years,30,,,,,not_estimable_constant_series
Kingdom of Cambodia,10,Male,<5 years,30,,,,,not_estimable_constant_series
Kingdom of Denmark,78,Male,10-14 years,30,,,,,not_estimable_constant_series
Kingdom of Denmark,78,Male,5-9 years,30,,,,,not_estimable_constant_series
Kingdom of Denmark,78,Male,<5 years,30,,,,,not_estimable_constant_series
Kingdom of Eswatini,197,Male,10-14 years,30,,,,,not_estimable_constant_series
Kingdom of Eswatini,197,Male,5-9 years,30,,,,,not_estimable_constant_series
Kingdom of Eswatini,197,Male,<5 years,30,,,,,not_estimable_constant_series
Kingdom of Lesotho,194,Male,10-14 years,30,,,,,not_estimable_constant_series
Kingdom of Lesotho,194,Male,5-9 years,30,,,,,not_estimable_constant_series
Kingdom of Lesotho,194,Male,<5 years,30,,,,,not_estimable_constant_series
Kingdom of Morocco,148,Male,10-14 years,30,,,,,not_estimable_constant_series
Kingdom of Morocco,148,Male,5-9 years,30,,,,,not_estimable_constant_series
Kingdom of Morocco,148,Male,<5 years,30,,,,,not_estimable_constant_series
Kingdom of Norway,90,Male,10-14 years,30,,,,,not_estimable_constant_series
Kingdom of Norway,90,Male,5-9 years,30,,,,,not_estimable_constant_series
Kingdom of Norway,90,Male,<5 years,30,,,,,not_estimable_constant_series
Kingdom of Saudi Arabia,152,Male,10-14 years,30,,,,,not_estimable_constant_series
Kingdom of Saudi Arabia,152,Male,5-9 years,30,,,,,not_estimable_constant_series
Kingdom of Saudi Arabia,152,Male,<5 years,30,,,,,not_estimable_constant_series
Kingdom of Spain,92,Male,10-14 years,30,,,,,not_estimable_constant_series
Kingdom of Spain,92,Male,5-9 years,30,,,,,not_estimable_constant_series
Kingdom of Spain,92,Male,<5 years,30,,,,,not_estimable_constant_series
Kingdom of Sweden,93,Male,10-14 years,30,,,,,not_estimable_constant_series
Kingdom of Sweden,93,Male,5-9 years,30,,,,,not_estimable_constant_series
Kingdom of Sweden,93,Male,<5 years,30,,,,,not_estimable_constant_series
Kingdom of Thailand,18,Male,10-14 years,30,,,,,not_estimable_constant_series
Kingdom of Thailand,18,Male,5-9 years,30,,,,,not_estimable_constant_series
Kingdom of Thailand,18,Male,<5 years,30,,,,,not_estimable_constant_series
Kingdom of Tonga,29,Male,10-14 years,30,,,,,not_estimable_constant_series
Kingdom of Tonga,29,Male,5-9 years,30,,,,,not_estimable_constant_series
Kingdom of Tonga,29,Male,<5 years,30,,,,,not_estimable_constant_series
Kingdom of the Netherlands,89,Male,10-14 years,30,,,,,not_estimable_constant_series
Kingdom of the Netherlands,89,Male,5-9 years,30,,,,,not_estimable_constant_series
Kingdom of the Netherlands,89,Male,<5 years,30,,,,,not_estimable_constant_series
Kyrgyz Republic,37,Male,10-14 years,30,,,,,not_estimable_constant_series
Kyrgyz Republic,37,Male,5-9 years,30,,,,,not_estimable_constant_series
Kyrgyz Republic,37,Male,<5 years,30,,,,,not_estimable_constant_series
Lao People's Democratic Republic,12,Male,10-14 years,30,,,,,not_estimable_constant_series
Lao People's Democratic Republic,12,Male,5-9 years,30,,,,,not_estimable_constant_series
Lao People's Democratic Republic,12,Male,<5 years,30,,,,,not_estimable_constant_series
Lebanese Republic,146,Male,10-14 years,30,,,,,not_estimable_constant_series
Lebanese Republic,146,Male,5-9 years,30,,,,,not_estimable_constant_series
Lebanese Republic,146,Male,<5 years,30,,,,,not_estimable_constant_series
Malaysia,13,Male,10-14 years,30,,,,,not_estimable_constant_series
Malaysia,13,Male,5-9 years,30,,,,,not_estimable_constant_series
Malaysia,13,Male,<5 years,30,,,,,not_estimable_constant_series
Mongolia,38,Male,10-14 years,30,,,,,not_estimable_constant_series
Mongolia,38,Male,5-9 years,30,,,,,not_estimable_constant_series
Mongolia,38,Male,<5 years,30,,,,,not_estimable_constant_series
Montenegro,50,Male,10-14 years,30,,,,,not_estimable_constant_series
Montenegro,50,Male,5-9 years,30,,,,,not_estimable_constant_series
Montenegro,50,Male,<5 years,30,,,,,not_estimable_constant_series
New Zealand,72,Male,10-14 years,30,,,,,not_estimable_constant_series
New Zealand,72,Male,5-9 years,30,,,,,not_estimable_constant_series
New Zealand,72,Male,<5 years,30,,,,,not_estimable_constant_series
North Macedonia,49,Male,10-14 years,30,,,,,not_estimable_constant_series
North Macedonia,49,Male,5-9 years,30,,,,,not_estimable_constant_series
North Macedonia,49,Male,<5 years,30,,,,,not_estimable_constant_series
Northern Mariana Islands,376,Male,10-14 years,30,,,,,not_estimable_constant_series
Northern Mariana Islands,376,Male,5-9 years,30,,,,,not_estimable_constant_series
Northern Mariana Islands,376,Male,<5 years,30,,,,,not_estimable_constant_series
Palestine,149,Male,10-14 years,30,,,,,not_estimable_constant_series
Palestine,149,Male,5-9 years,30,,,,,not_estimable_constant_series
Palestine,149,Male,<5 years,30,,,,,not_estimable_constant_series
People's Democratic Republic of Algeria,139,Male,10-14 years,30,,,,,not_estimable_constant_series
People's Democratic Republic of Algeria,139,Male,5-9 years,30,,,,,not_estimable_constant_series
People's Democratic Republic of Algeria,139,Male,<5 years,30,,,,,not_estimable_constant_series
People's Republic of Bangladesh,161,Male,10-14 years,30,,,,,not_estimable_constant_series
People's Republic of Bangladesh,161,Male,5-9 years,30,,,,,not_estimable_constant_series
People's Republic of Bangladesh,161,Male,<5 years,30,,,,,not_estimable_constant_series
People's Republic of China,6,Male,10-14 years,30,,,,,not_estimable_constant_series
People's Republic of China,6,Male,5-9 years,30,,,,,not_estimable_constant_series
People's Republic of China,6,Male,<5 years,30,,,,,not_estimable_constant_series
Plurinational State of Bolivia,121,Male,10-14 years,30,,,,,not_estimable_constant_series
Plurinational State of Bolivia,121,Male,5-9 years,30,,,,,not_estimable_constant_series
Plurinational State of Bolivia,121,Male,<5 years,30,,,,,not_estimable_constant_series
Portuguese Republic,91,Male,10-14 years,30,,,,,not_estimable_constant_series
Portuguese Republic,91,Male,5-9 years,30,,,,,not_estimable_constant_series
Portuguese Republic,91,Male,<5 years,30,,,,,not_estimable_constant_series
Principality of Andorra,74,Male,10-14 years,30,,,,,not_estimable_constant_series
Principality of Andorra,74,Male,5-9 years,30,,,,,not_estimable_constant_series
Principality of Andorra,74,Male,<5 years,30,,,,,not_estimable_constant_series
Principality of Monaco,367,Male,10-14 years,30,,,,,not_estimable_constant_series
Principality of Monaco,367,Male,5-9 years,30,,,,,not_estimable_constant_series
Principality of Monaco,367,Male,<5 years,30,,,,,not_estimable_constant_series
Puerto Rico,385,Male,10-14 years,30,,,,,not_estimable_constant_series
Puerto Rico,385,Male,5-9 years,30,,,,,not_estimable_constant_series
Puerto Rico,385,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Albania,43,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Albania,43,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Albania,43,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Angola,168,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Angola,168,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Angola,168,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Armenia,33,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Armenia,33,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Armenia,33,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Austria,75,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Austria,75,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Austria,75,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Azerbaijan,34,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Azerbaijan,34,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Azerbaijan,34,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Belarus,57,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Belarus,57,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Belarus,57,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Benin,200,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Benin,200,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Benin,200,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Botswana,193,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Botswana,193,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Botswana,193,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Bulgaria,45,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Bulgaria,45,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Bulgaria,45,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Burundi,175,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Burundi,175,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Burundi,175,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Côte d'Ivoire,205,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Côte d'Ivoire,205,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Côte d'Ivoire,205,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Cabo Verde,203,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Cabo Verde,203,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Cabo Verde,203,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Cameroon,202,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Cameroon,202,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Cameroon,202,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Chad,204,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Chad,204,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Chad,204,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Chile,98,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Chile,98,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Chile,98,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Colombia,125,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Colombia,125,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Colombia,125,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Costa Rica,126,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Costa Rica,126,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Costa Rica,126,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Croatia,46,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Croatia,46,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Croatia,46,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Cuba,109,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Cuba,109,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Cuba,109,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Cyprus,77,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Cyprus,77,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Cyprus,77,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Djibouti,177,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Djibouti,177,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Djibouti,177,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Ecuador,122,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Ecuador,122,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Ecuador,122,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of El Salvador,127,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of El Salvador,127,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of El Salvador,127,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Equatorial Guinea,172,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Equatorial Guinea,172,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Equatorial Guinea,172,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Estonia,58,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Estonia,58,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Estonia,58,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Fiji,22,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Fiji,22,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Fiji,22,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Finland,79,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Finland,79,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Finland,79,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Ghana,207,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Ghana,207,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Ghana,207,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Guatemala,128,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Guatemala,128,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Guatemala,128,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Guinea,208,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Guinea,208,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Guinea,208,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Guinea-Bissau,209,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Guinea-Bissau,209,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Guinea-Bissau,209,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Guyana,113,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Guyana,113,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Guyana,113,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Haiti,114,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Haiti,114,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Haiti,114,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Honduras,129,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Honduras,129,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Honduras,129,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Iceland,83,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Iceland,83,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Iceland,83,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of India,163,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of India,163,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of India,163,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Indonesia,11,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Indonesia,11,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Indonesia,11,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Iraq,143,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Iraq,143,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Iraq,143,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Italy,86,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Italy,86,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Italy,86,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Kazakhstan,36,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Kazakhstan,36,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Kazakhstan,36,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Kenya,180,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Kenya,180,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Kenya,180,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Kiribati,23,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Kiribati,23,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Kiribati,23,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Korea,68,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Korea,68,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Korea,68,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Latvia,59,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Latvia,59,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Latvia,59,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Liberia,210,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Liberia,210,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Liberia,210,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Lithuania,60,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Lithuania,60,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Lithuania,60,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Madagascar,181,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Madagascar,181,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Madagascar,181,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Malawi,182,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Malawi,182,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Malawi,182,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Maldives,14,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Maldives,14,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Maldives,14,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Mali,211,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Mali,211,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Mali,211,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Malta,88,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Malta,88,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Malta,88,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Mauritius,183,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Mauritius,183,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Mauritius,183,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Moldova,61,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Moldova,61,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Moldova,61,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Mozambique,184,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Mozambique,184,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Mozambique,184,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Namibia,195,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Namibia,195,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Namibia,195,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Nauru,369,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Nauru,369,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Nauru,369,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Nicaragua,131,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Nicaragua,131,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Nicaragua,131,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Niue,374,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Niue,374,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Niue,374,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Palau,380,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Palau,380,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Palau,380,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Panama,132,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Panama,132,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Panama,132,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Paraguay,136,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Paraguay,136,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Paraguay,136,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Peru,123,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Peru,123,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Peru,123,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Poland,51,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Poland,51,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Poland,51,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Rwanda,185,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Rwanda,185,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Rwanda,185,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of San Marino,396,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of San Marino,396,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of San Marino,396,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Senegal,216,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Senegal,216,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Senegal,216,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Serbia,53,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Serbia,53,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Serbia,53,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Seychelles,186,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Seychelles,186,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Seychelles,186,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Sierra Leone,217,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Sierra Leone,217,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Sierra Leone,217,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Singapore,69,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Singapore,69,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Singapore,69,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Slovenia,55,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Slovenia,55,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Slovenia,55,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of South Africa,196,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of South Africa,196,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of South Africa,196,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of South Sudan,435,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of South Sudan,435,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of South Sudan,435,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Sudan,522,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Sudan,522,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Sudan,522,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Suriname,118,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Suriname,118,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Suriname,118,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Tajikistan,39,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Tajikistan,39,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Tajikistan,39,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Trinidad and Tobago,119,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Trinidad and Tobago,119,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Trinidad and Tobago,119,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Tunisia,154,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Tunisia,154,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Tunisia,154,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Turkey,155,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Turkey,155,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Turkey,155,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Uganda,190,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Uganda,190,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Uganda,190,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Uzbekistan,41,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Uzbekistan,41,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Uzbekistan,41,Male,<5 years,30,,,,,not_estimable_constant_series
Republic of Vanuatu,30,Male,10-14 years,30,,,,,not_estimable_constant_series
Republic of Vanuatu,30,Male,5-9 years,30,,,,,not_estimable_constant_series
Republic of Vanuatu,30,Male,<5 years,30,,,,,not_estimable_constant_series
