location_name,location_id,sex_name,age_name,n_years,weighted_r,weighted_se,weighted_t,weighted_p,fit_status,weighted_fdr,bh_family
United States of America,102,Male,45-49 years,30,-0.605321693540789,0.150426257126791,-4.0240427775224,0.000393960024875881,ok,0.00135272610521738,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
American Samoa,298,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Antigua and Barbuda,105,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Arab Republic of Egypt,141,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Argentine Republic,97,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Australia,71,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Barbados,107,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Belize,108,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Bermuda,305,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Bolivarian Republic of Venezuela,133,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Bosnia and Herzegovina,44,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Brunei Darussalam,66,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Burkina Faso,201,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Canada,101,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Central African Republic,169,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Commonwealth of Dominica,110,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Commonwealth of the Bahamas,106,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Cook Islands,320,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Czech Republic,47,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Democratic People's Republic of Korea,7,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Democratic Republic of Sao Tome and Principe,215,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Democratic Republic of Timor-Leste,19,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Democratic Republic of the Congo,171,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Democratic Socialist Republic of Sri Lanka,17,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Dominican Republic,111,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Eastern Republic of Uruguay,99,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Federal Democratic Republic of Ethiopia,179,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Federal Democratic Republic of Nepal,164,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Federal Republic of Germany,81,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Federal Republic of Nigeria,214,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Federal Republic of Somalia,187,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Federated States of Micronesia,25,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Federative Republic of Brazil,135,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
French Republic,80,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Gabonese Republic,173,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Georgia,35,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Grand Duchy of Luxembourg,87,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Greenland,349,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Grenada,112,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Guam,351,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Hashemite Kingdom of Jordan,144,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Hellenic Republic,82,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Hungary,48,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Independent State of Papua New Guinea,26,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Independent State of Samoa,27,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Ireland,84,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Islamic Republic of Afghanistan,160,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Islamic Republic of Iran,142,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Islamic Republic of Mauritania,212,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Islamic Republic of Pakistan,165,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Jamaica,115,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Japan,67,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Kingdom of Bahrain,140,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Kingdom of Belgium,76,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Kingdom of Bhutan,162,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Kingdom of Cambodia,10,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Kingdom of Denmark,78,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Kingdom of Eswatini,197,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Kingdom of Lesotho,194,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Kingdom of Morocco,148,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Kingdom of Norway,90,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Kingdom of Saudi Arabia,152,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Kingdom of Spain,92,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Kingdom of Sweden,93,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Kingdom of Thailand,18,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Kingdom of Tonga,29,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Kingdom of the Netherlands,89,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Kyrgyz Republic,37,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Lao People's Democratic Republic,12,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Lebanese Republic,146,Male,5-9 years,30,,,,,not_estimable_constant_series,,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
