location_name,longitude,latitude,analysis,outcome,exposure,bandwidth_km,local_beta,local_se,local_t,ISO3,small_island_excluded
Republic of Mauritius,57.5042,-20.1644,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.0128186152956485,0.435409225056655,0.0294403851778302,MUS,TRUE
Republic of Moldova,28.8353,47.0228,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.379753775969274,0.0931108473385512,4.07851272782954,MDA,FALSE
Republic of Mozambique,32.5764,-25.9153,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.0331472705111855,0.194502593698136,-0.170420712037544,MOZ,FALSE
Republic of Namibia,17.0836,-22.57,Full 204: DD association with IHD,IHD,DD,942.565312830121,-7.8904788311491e-4,0.182485703578352,-0.00432388876302375,NAM,FALSE
Republic of Nauru,166.925,-0.5456,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.378532576214925,2.00117638741333,0.189155028310227,NRU,TRUE
Republic of Nicaragua,-86.2514,12.1364,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.0515204449958792,0.35136992880879,-0.146627359861281,NIC,FALSE
Republic of Niue,-169.921,-19.056,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.164101404892399,0.772361893924194,-0.212466987539529,NIU,TRUE
Republic of Palau,134.4792,7.3419,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.376851561472223,0.658287703322779,0.572472430473824,PLW,TRUE
Republic of Panama,-79.5347,8.9711,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.104925316016602,0.278212745124763,0.377140579844927,PAN,FALSE
Republic of Paraguay,-57.6435,-25.2945,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.319289494155223,0.493562639068787,-0.646907745605768,PRY,FALSE
Republic of Peru,-77.0375,-12.06,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.0241468210009669,0.283059426653764,0.0853065424685648,PER,FALSE
Republic of Poland,21.0111,52.23,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.330301459924133,0.110484502875227,2.98957275752195,POL,FALSE
Republic of Rwanda,30.0606,-1.9536,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.181053450532862,0.178856910485516,-1.0122809906611001,RWA,FALSE
Republic of San Marino,12.4817,43.9717,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.251033503611179,0.0954781638699359,2.62922424810292,SMR,FALSE
Republic of Senegal,-17.432,14.6726,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.0674534671928879,0.282200314982838,0.23902690256384,SEN,FALSE
Republic of Serbia,20.4569,44.8178,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.300240066793797,0.0909465826173219,3.30127925814568,SRB,FALSE
Republic of Seychelles,55.4525,-4.6231,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.132947416132143,0.35985275356484,0.369449489590158,SYC,TRUE
Republic of Sierra Leone,-13.2331,8.4833,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.0619590430277862,0.249086070956503,0.248745515113954,SLE,FALSE
Republic of Singapore,103.8,1.3,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.459574559967413,0.506036692163065,0.908184262297169,SGP,TRUE
Republic of Slovenia,14.5061,46.0514,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.263105190313602,0.094116118361463,2.79553805335573,SVN,FALSE
Republic of South Africa,28.0456,-26.2044,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.0267194575654735,0.195618868995923,-0.13658936738884,ZAF,FALSE
Republic of South Sudan,31.58,4.83,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.269636715342719,0.197759036118904,-1.36346090997631,SSD,FALSE
Republic of Sudan,32.5265,15.6031,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.181586978430287,0.137982958987955,1.31601017808394,SDN,FALSE
Republic of Suriname,-55.2039,5.8522,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.0545230281780501,0.201162368163209,0.271039900135863,SUR,TRUE
Republic of Tajikistan,68.78,38.5367,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.0447128943201953,0.255086018489931,-0.175285554986073,TJK,FALSE
Republic of Trinidad and Tobago,-61.4,10.5167,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.0689728870236287,0.188988749859444,0.364957634118041,TTO,TRUE
Republic of Tunisia,10.1817,36.8064,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.286206998238967,0.104665621759146,2.73448906554609,TUN,FALSE
Republic of Turkey,28.955,41.0136,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.313877178794643,0.0909182429490213,3.45230141513664,TUR,FALSE
Republic of Uganda,32.5811,0.3136,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.250342071582798,0.196206146552736,-1.27591350210586,UGA,FALSE
Republic of Uzbekistan,69.2797,41.3111,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.120689313900026,0.263146117543122,-0.458639918486536,UZB,FALSE
Republic of Vanuatu,168.3167,-17.7333,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.271285572331397,0.57220850292563,-0.474102658286879,VUT,TRUE
Republic of Yemen,44.2064,15.3483,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.306565843576341,0.154260765694643,1.98732219560731,YEM,FALSE
Republic of Zambia,28.2833,-15.4167,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.0256120198448772,0.171310859524527,-0.149506107878761,ZMB,FALSE
Republic of Zimbabwe,31.0522,-17.8292,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.0346698758751117,0.184344688790628,-0.18807092356476,ZWE,FALSE
Republic of the Congo,15.2667,-4.2667,Full 204: DD association with IHD,IHD,DD,942.565312830121,-5.9651519208351e-4,0.14893542878135,-0.00400519337114376,COG,FALSE
Republic of the Gambia,-16.5786,13.4581,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.0669028512594579,0.276676023300583,0.241809356883715,GMB,FALSE
Republic of the Marshall Islands,171.3833,7.0833,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.622627912772119,2.54417518716518,0.244726823810382,MHL,TRUE
Republic of the Niger,2.1175,13.515,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.0164199464717395,0.175525070746466,0.0935475849797944,NER,FALSE
Republic of the Philippines,120.9772,14.5958,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.199768646441836,0.619015574112212,0.32271990366049,PHL,FALSE
Republic of the Union of Myanmar,96.16,16.795,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.422477065505528,0.207730822699459,2.0337716859513,MMR,FALSE
Romania,26.1039,44.4325,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.336461628249375,0.0900660403277627,3.73572133320111,ROU,FALSE
Russian Federation,37.6175,55.7506,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.341517685139004,0.144885934780898,2.35714864700608,RUS,FALSE
Saint Kitts and Nevis,-62.7333,17.3,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.0740230785804641,0.198251126116998,0.373380368779239,KNA,TRUE
Saint Lucia,-60.9894,14.0108,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.0690781855761621,0.191453238618076,0.360809699928681,LCA,TRUE
Saint Vincent and the Grenadines,-61.1928,13.1308,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.0693236218124551,0.190419069992073,0.364058189210466,VCT,TRUE
Slovak Republic,17.1128,48.1447,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.288767704304871,0.0955391957387669,3.02250507838112,SVK,FALSE
Socialist Republic of Viet Nam,106.7019,10.7756,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.300374574714084,0.311297950542406,0.96491022247564,VNM,FALSE
Solomon Islands,159.95,-9.4333,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.319226143735761,1.25278369582972,-0.254813456463717,SLB,TRUE
State of Eritrea,38.9411,15.3358,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.223791471445952,0.145359580494411,1.53957152796376,ERI,FALSE
State of Israel,35.2256,31.7789,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.348978975276758,0.118253918255827,2.95109862255717,ISR,FALSE
State of Kuwait,47.9783,29.3697,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.236651589294722,0.135750265274237,1.74328638560409,KWT,FALSE
State of Libya,13.1914,32.8872,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.353070176879967,0.105976149895824,3.33160033863316,LBY,FALSE
State of Qatar,51.5333,25.2867,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.241601978337825,0.159742763550975,1.51244396282607,QAT,FALSE
Sultanate of Oman,58.5911,23.614,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.424435740255128,0.2106126615584,2.01524322951228,OMN,FALSE
Swiss Confederation,8.5411,47.3744,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.220288465714831,0.0996025748578922,2.2116744073045,CHE,FALSE
Syrian Arab Republic,36.2981,33.502,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.323763534092776,0.114815401661266,2.81986152910007,SYR,FALSE
Taiwan (Province of China),120.6794,24.1439,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.066847287566261,0.440706878800702,-0.15168196999369,TWN,FALSE
Togolese Republic,1.2153,6.1308,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.0349024714704113,0.177494404776688,-0.196639840643559,TGO,FALSE
Tokelau,-172.51591,-8.54212,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.199429951479411,0.879155581968615,-0.22684261531144,TKL,TRUE
Turkmenistan,58.38,37.9375,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.104680918179732,0.177579404613512,0.589487944323063,TKM,FALSE
Tuvalu,179.2,-8.5167,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.14561775395814,0.836696515360309,-0.174038915287501,TUV,TRUE
Ukraine,30.5233,50.45,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.404413541274089,0.105168716247397,3.84537869914428,UKR,FALSE
Union of the Comoros,44.3939,-12.1675,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.0171958680782767,0.19565043706303,0.0878907726269834,COM,TRUE
United Arab Emirates,55.2972,25.2631,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.289065223739775,0.180925055068343,1.59770698221196,ARE,FALSE
United Kingdom of Great Britain and Northern Ireland,-0.1275,51.5072,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.125571305892826,0.122584013038087,1.02436935111441,GBR,FALSE
United Mexican States,-99.1333,19.4333,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.189836055046406,0.620249304252299,-0.306064116065798,MEX,FALSE
United Republic of Tanzania,39.2803,-6.8161,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.0856591884010109,0.191809985752013,-0.446583571054314,TZA,FALSE
United States Virgin Islands,-64.9331,18.342,Full 204: DD association with IHD,IHD,DD,942.565312830121,0.0763828733227635,0.203671217608091,0.375030277816384,VIR,TRUE
United States of America,-73.9249,40.6943,Full 204: DD association with IHD,IHD,DD,942.565312830121,-0.309008209771331,0.37256493614139,-0.829407654331864,USA,FALSE
