location_name,corrected_direction,IHD_to_DD_p,IHD_to_DD_q,DD_to_IHD_p,DD_to_IHD_q,diagnostics,small_island_excluded,submitted_direction,submitted_IHD_to_DD_p,submitted_IHD_to_DD_q,submitted_DD_to_IHD_p,submitted_DD_to_IHD_q,classification_changed
Republic of Guinea,DD_to_IHD,0.733513331299149,0.787561682026455,0.000000000000615653515317763,0.00000000000135046577553574,Residual serial correlation flag,FALSE,DD_to_IHD,0.0955682329883748,0.138268932834244,0.0000179642399000812,0.0000293176395169326,FALSE
Republic of Guinea-Bissau,DD_to_IHD,0.745393036688121,0.79612659415904,0.000000000202713696964468,0.000000000393843754102396,Residual serial correlation flag,TRUE,DD_to_IHD,0.358021449378412,0.405757642628867,0.000000484509624865126,0.000000898545122477143,FALSE
Republic of Guyana,DD_to_IHD,0.617958468732405,0.745938033262784,0.0000168128126444883,0.0000236538881343146,Residual serial correlation flag,TRUE,Bidirectional,0.00667000841751642,0.0179037068049125,0.000000744992672663258,0.00000135695093949379,TRUE
Republic of Haiti,DD_to_IHD,0.634113275721905,0.749405188578252,0.0208497805370269,0.023761761058958,Residual serial correlation flag,TRUE,IHD_to_DD,0.0125051440707028,0.0269862481694242,0.0763446928727899,0.0910778792166616,TRUE
Republic of Honduras,DD_to_IHD,0.804617040278139,0.828999374832022,0.00000000000000000000067081920731553,0.00000000000000000000402491524389318,Residual serial correlation flag,FALSE,DD_to_IHD,0.144008849087367,0.193275034301466,0,0,FALSE
Republic of Iceland,DD_to_IHD,0.278668238853324,0.718816670460909,0.00000481212405752135,0.00000696222204066918,Residual serial correlation flag,FALSE,IHD_to_DD,0.0275918454360353,0.0493748813065895,0.113376556109092,0.129937176664353,TRUE
Republic of India,DD_to_IHD,0.845784576121006,0.862700267643426,0.00000000284854451612754,0.00000000484252567741681,Influence flag,FALSE,Bidirectional,0.000297262179641322,0.00166223225483669,0.001000274369507,0.00138813585972401,TRUE
Republic of Indonesia,DD_to_IHD,0.414486740670234,0.718816670460909,0.0000000000000000000000185235583159212,0.000000000000000000000134957353444569,Influence flag,FALSE,Bidirectional,0.000151322603081594,0.00102899370095484,0,0,TRUE
Republic of Iraq,DD_to_IHD,0.615485881063635,0.745938033262784,0.000000000000143055851026009,0.000000000000331629472833021,Influence flag,FALSE,Bidirectional,0.0212996842551474,0.040608743813552,0.0000000000111958220472275,0.0000000000268699729133459,TRUE
Republic of Italy,DD_to_IHD,0.0292350993379892,0.486773875656861,0.0000000162506881676277,0.0000000258995342671566,Influence flag,FALSE,Bidirectional,0.000401511779267505,0.00204771007426427,0.00108067770757669,0.00148958278611923,TRUE
Republic of Kazakhstan,DD_to_IHD,0.431310954075752,0.718816670460909,0.0364291256358496,0.0408326463171061,Influence flag,FALSE,Neither,0.0294572551396078,0.0514382724350968,0.196245189155468,0.21267826948572,TRUE
Republic of Kenya,DD_to_IHD,0.388486469870177,0.718816670460909,0.000000000000000000000000397887908142984,0.00000000000000000000000579779523294062,Influence flag,FALSE,DD_to_IHD,0.577386807945849,0.613473483442464,0,0,FALSE
Republic of Kiribati,DD_to_IHD,0.582639508016683,0.72919300389818,0.00608211767426657,0.00713075865258839,Residual serial correlation flag,TRUE,IHD_to_DD,0.000897291402101041,0.0034601325981432,0.0650495165662526,0.0789886986875924,TRUE
Republic of Korea,DD_to_IHD,0.0619855064105493,0.526876804489669,0.0000000000112865455512453,0.0000000000230245529245404,Residual serial correlation flag,FALSE,DD_to_IHD,0.381165640053908,0.428336406893355,0.000239045008283423,0.000363919266341927,FALSE
Republic of Latvia,Neither,0.582084340264678,0.72919300389818,0.0660535010523815,0.0724457753477732,Residual serial correlation flag,FALSE,Neither,0.0466700804233219,0.072677071804257,0.418635514207533,0.435722678052738,FALSE
Republic of Liberia,DD_to_IHD,0.0365588147836729,0.486773875656861,0.00000000116426921637566,0.00000000206531234904899,Influence flag,FALSE,Bidirectional,0.0149462119246628,0.0301883884418932,0.000000000000780042697101635,0.00000000000212171613611645,TRUE
Republic of Lithuania,DD_to_IHD,0.703724523880754,0.777594157184573,0.00000000000212467863297272,0.00000000000451494209506704,Influence flag,FALSE,Bidirectional,0.00383514356983206,0.0111767041177963,0.000763509044444555,0.00107417824183924,TRUE
Republic of Madagascar,DD_to_IHD,0.503491093278179,0.718816670460909,0.00000000831988176776806,0.0000000136875474243926,Influence flag,FALSE,DD_to_IHD,0.0296398685113461,0.0514382724350968,0.0000000292608151042373,0.0000000591010522897466,FALSE
Republic of Malawi,DD_to_IHD,0.31249860108933,0.718816670460909,0.00000000000000000000000509642926789275,0.0000000000000000000000433196487770884,Residual serial correlation flag,FALSE,DD_to_IHD,0.269319413882533,0.32318329665904,0,0,FALSE
Republic of Maldives,DD_to_IHD,0.196755344989542,0.718816670460909,0.000000000000000287998244200528,0.000000000000000851473069810257,Residual serial correlation flag,TRUE,Bidirectional,0.0152192888390029,0.0304385776780058,0.000299021027525104,0.000445257588431541,TRUE
Republic of Mali,DD_to_IHD,0.489089170781871,0.718816670460909,0.000000000000000000000000892499559039063,0.0000000000000000000000099171102275066,Influence flag,FALSE,DD_to_IHD,0.33100709141173,0.383573708779235,0.00000000000642019770680236,0.000000000016371504152346,FALSE
Republic of Malta,DD_to_IHD,0.192969040043522,0.718816670460909,0.000868857478487835,0.00108740445160441,Influence flag,FALSE,IHD_to_DD,0.0000845940330862494,0.000639154916651662,0.059987466086145,0.0732781022848718,TRUE
Republic of Mauritius,Neither,0.264408109386867,0.718816670460909,0.131180466738972,0.138657073651556,Influence flag,TRUE,IHD_to_DD,0.000191817169834962,0.00122283445769789,0.373513541293255,0.390752627814482,TRUE
Republic of Moldova,DD_to_IHD,0.499767896226702,0.718816670460909,0.0000000000000000000106443640358805,0.0000000000000000000542862565829904,Residual serial correlation flag,FALSE,DD_to_IHD,0.633795591285476,0.666465467124934,0.000000000000232036612146658,0.000000000000657437067748864,FALSE
Republic of Mozambique,DD_to_IHD,0.554191996698137,0.724712611066795,0.000000000000000000000000000489593630623089,0.0000000000000000000000000346826049909825,Influence flag,FALSE,DD_to_IHD,0.394559459846366,0.439697721914943,0,0,FALSE
Republic of Namibia,DD_to_IHD,0.641869995434433,0.749405188578252,0.000000000000000000409317971652858,0.00000000000000000160578588879198,Influence flag,FALSE,Bidirectional,0.00771259001156122,0.0199160552197277,0.000000000000000333066907387547,0.00000000000000106165076729781,TRUE
Republic of Nauru,DD_to_IHD,0.0526531667091997,0.486773875656861,0.000628122549513826,0.000800856250630129,Influence flag,TRUE,IHD_to_DD,0.007622038851123,0.0199160552197277,0.156112924112391,0.173081720211564,TRUE
Republic of Nicaragua,Neither,0.428677586543605,0.718816670460909,0.130766795333784,0.138657073651556,Influence flag,FALSE,Bidirectional,0.000181561375903083,0.00119479098981384,0.0000000771099331053904,0.000000149813584319044,TRUE
Republic of Niue,Neither,0.677218359039995,0.771801928738319,0.0783189754922613,0.0854388823551942,Influence flag,TRUE,DD_to_IHD,0.812603847593369,0.824732263229091,0.00847299348904551,0.0110094947246196,TRUE
Republic of Palau,DD_to_IHD,0.289859835368419,0.718816670460909,0.00000000000000000253509412327729,0.00000000000000000891653795083737,Residual serial correlation flag,TRUE,Bidirectional,0.0000000000146538337020274,0.0000000014946910376068,0,0,TRUE
Republic of Panama,DD_to_IHD,0.049364828662046,0.486773875656861,0.0000000000000000000787939624607992,0.000000000000000000350131100596873,Residual serial correlation flag,FALSE,Bidirectional,0.0000506528212138591,0.000518193869560934,0,0,TRUE
Republic of Paraguay,Neither,0.536128676819384,0.718816670460909,0.323835887804522,0.333649096525871,Influence flag,FALSE,IHD_to_DD,0.0100978229811108,0.0231792765941812,0.0689327531318467,0.0832087670940634,TRUE
Republic of Peru,DD_to_IHD,0.00445844985071478,0.227380942386454,0.0000000000000000000553951502059313,0.000000000000000000262804898651395,Residual serial correlation flag,FALSE,Bidirectional,0.000439080585134421,0.00218469364310785,0.000000000032272184924409,0.0000000000748127923247663,TRUE
Republic of Poland,Neither,0.0199736157482778,0.407461761264867,0.0980871216627911,0.105314593785313,Residual serial correlation flag,FALSE,IHD_to_DD,0.00303588161918511,0.00910764485755533,0.0926807516845646,0.10992368223053,TRUE
Republic of Rwanda,DD_to_IHD,0.256724920064466,0.718816670460909,0.000000000000000173159610437974,0.000000000000000535220614081012,Influence flag,FALSE,Bidirectional,0.000607968673028036,0.00269620889777651,0.000000000231722752097596,0.000000000513820015520757,TRUE
Republic of San Marino,DD_to_IHD,0.0504557277211762,0.486773875656861,0.0000000213878001128554,0.0000000338225676203294,Influence flag,FALSE,DD_to_IHD,0.44944859399452,0.492943619219796,0.0000000720412182131369,0.000000141311620341153,FALSE
Republic of Senegal,DD_to_IHD,0.0509023579929521,0.486773875656861,0.00000000000000000000000563057446754124,0.0000000000000000000000459454876551365,Residual serial correlation flag,FALSE,Bidirectional,0.00494426482321164,0.014008750332433,0,0,TRUE
Republic of Serbia,DD_to_IHD,0.179085761793439,0.718816670460909,0.0000217969910226199,0.0000300445011392869,Residual serial correlation flag,FALSE,Neither,0.0307836905383327,0.0514743677854088,0.183867245925431,0.201562160855311,TRUE
Republic of Seychelles,DD_to_IHD,0.40113660614438,0.718816670460909,0.00141582719485394,0.00175047725909215,Influence flag,TRUE,Bidirectional,0.000239111125884595,0.00139367627658449,0.00224926013530036,0.0030387355470283,TRUE
Republic of Sierra Leone,DD_to_IHD,0.293026668117192,0.718816670460909,0.00178878042087588,0.00215923790448922,Residual serial correlation flag,FALSE,Bidirectional,0.0143356912769678,0.0292448102050142,0.000726037211311148,0.00103574539235996,TRUE
Republic of Singapore,DD_to_IHD,0.0011376776854897,0.116043123919949,0.0000000000857752511360144,0.000000000173249022096504,Influence flag,TRUE,Bidirectional,0.000604368762362251,0.00269620889777651,0.0000135062498536342,0.0000227708675218296,TRUE
Republic of Slovenia,DD_to_IHD,0.278043257949818,0.718816670460909,0.000000000255193151561445,0.000000000491126442627687,Influence flag,FALSE,IHD_to_DD,0.00326218013476676,0.00964470648539737,0.0442586235321211,0.0543901156659801,TRUE
Republic of South Africa,DD_to_IHD,0.636073594358878,0.749405188578252,0.00000000000000000000000137104064131678,0.0000000000000000000000133186805156487,Residual serial correlation flag,FALSE,Bidirectional,0.0000000209317010391175,0.00000106751675299499,0,0,TRUE
Republic of South Sudan,DD_to_IHD,0.538204414946153,0.718816670460909,0.00000000000000000000000000174399423044298,0.0000000000000000000000000592958038350614,Residual serial correlation flag,FALSE,DD_to_IHD,0.2956029578321,0.346568985044531,0,0,FALSE
Republic of Sudan,Neither,0.570181176856611,0.72919300389818,0.102948448292901,0.109955410742156,Influence flag,FALSE,Neither,0.541705554505024,0.581620700626446,0.197040161435299,0.21267826948572,FALSE
Republic of Suriname,DD_to_IHD,0.501282698414942,0.718816670460909,0.0000237303117090968,0.0000324898227426561,Influence flag,TRUE,DD_to_IHD,0.097105335039718,0.139503439071144,0.000017072979213606,0.0000280878045127066,FALSE
Republic of Tajikistan,DD_to_IHD,0.257087962393031,0.718816670460909,0.00000000000000358960165033658,0.00000000000000976371648891548,Residual serial correlation flag,FALSE,DD_to_IHD,0.0302578073147628,0.0514382724350968,0,0,FALSE
Republic of Trinidad and Tobago,DD_to_IHD,0.470781363096679,0.718816670460909,0.000000000000184338606534173,0.000000000000417834174810792,Influence flag,TRUE,Bidirectional,0.0138996926341657,0.0286417908825232,0.000000000000000222044604925031,0.000000000000000719001577852482,TRUE
Republic of Tunisia,DD_to_IHD,0.285142173671035,0.718816670460909,0.0000000000000158581677589853,0.0000000000000399390891707779,Residual serial correlation flag,FALSE,DD_to_IHD,0.0562717835901066,0.0863116079126448,0.0000000221093447994036,0.0000000455586498896802,FALSE
Republic of Turkey,DD_to_IHD,0.682507510740181,0.772661502849497,0.0000000135274145386721,0.0000000217290753219614,Influence flag,FALSE,Bidirectional,0.0101125275337359,0.0231792765941812,0.000000135339753182251,0.00000025803093130074,TRUE
Republic of Uganda,DD_to_IHD,0.228096621038614,0.718816670460909,0.000000000000000000000210155738335705,0.00000000000000000000129914456425708,Influence flag,FALSE,DD_to_IHD,0.0306663569839147,0.0514743677854088,0,0,FALSE
Republic of Uzbekistan,DD_to_IHD,0.30028689992336,0.718816670460909,0.00000000000000000000000442002975181433,0.0000000000000000000000409857304259147,Residual serial correlation flag,FALSE,DD_to_IHD,0.129601139466596,0.176257549674571,0,0,FALSE
Republic of Vanuatu,DD_to_IHD,0.497712718105554,0.718816670460909,0.000000000554370026417866,0.00000000101884221071392,Influence flag,TRUE,Bidirectional,0.00413599891305527,0.0118837151868067,0,0,TRUE
Republic of Yemen,Neither,0.480159220299377,0.718816670460909,0.908995456019359,0.908995456019359,Residual serial correlation flag,FALSE,Neither,0.0349542331758621,0.0569788522920616,0.0431418168652646,0.0533389735788726,FALSE
Republic of Zambia,DD_to_IHD,0.422392870738136,0.718816670460909,0.00000000000000000214454260916922,0.00000000000000000781226236197359,Influence flag,FALSE,DD_to_IHD,0.0720134393849176,0.108820308403875,0.0000000000000459632332194815,0.000000000000133949993953917,FALSE
Republic of Zimbabwe,DD_to_IHD,0.628239731635609,0.749405188578252,0.000000000171542911607562,0.000000000336488018922525,Influence flag,FALSE,Bidirectional,0.000764811085232964,0.00318411145688826,0.00254587028218078,0.00341682590503211,TRUE
Republic of the Congo,DD_to_IHD,0.26558293861081,0.718816670460909,0.00000000000000000000128261116017779,0.00000000000000000000726812990767413,Influence flag,FALSE,Bidirectional,0.000301483301122341,0.00166223225483669,0,0,TRUE
Republic of the Gambia,DD_to_IHD,0.43351948239549,0.718816670460909,0.00000000051670070748979,0.000000000958244948435611,Influence flag,FALSE,Bidirectional,0.0126994109032584,0.0269862481694242,0.00000000000778355158104205,0.0000000000191306568979829,TRUE
Republic of the Marshall Islands,DD_to_IHD,0.00312562745772493,0.212542667125295,0.0000000000000000407168277071757,0.000000000000000133971497617159,Residual serial correlation flag,TRUE,Bidirectional,0.0184355987825471,0.0361621360734577,0.000000716523453236917,0.00000131685391405704,TRUE
Republic of the Niger,DD_to_IHD,0.37141043655582,0.718816670460909,0.0000000000000000000000203924667254448,0.000000000000000000000143450455585887,Residual serial correlation flag,FALSE,DD_to_IHD,0.0285416067011028,0.0506303284089129,0.000000000000115241149956091,0.000000000000331115416775248,FALSE
Republic of the Philippines,DD_to_IHD,0.719437770140401,0.784841203789528,0.0000000000000000000000972415211833396,0.00000000000000000000066124234404671,Influence flag,FALSE,Bidirectional,0.0258960161847019,0.0471677437649928,0,0,TRUE
Republic of the Union of Myanmar,DD_to_IHD,0.307887340184415,0.718816670460909,0.0000000000000000000785327389175809,0.000000000000000000350131100596873,Residual serial correlation flag,FALSE,Bidirectional,0.000371001306503471,0.00194062221863354,0,0,TRUE
Romania,DD_to_IHD,0.218219134661923,0.718816670460909,0.0226770420741012,0.0257006476839814,Residual serial correlation flag,FALSE,Neither,0.0389015927924687,0.0615187979043692,0.201842357948241,0.216714952744427,TRUE
Russian Federation,DD_to_IHD,0.375682550226612,0.718816670460909,0.0189950844057779,0.0217696472965095,Residual serial correlation flag,FALSE,IHD_to_DD,0.00924178860645541,0.0222702960071448,0.872348267774812,0.876645549882078,TRUE
Saint Kitts and Nevis,DD_to_IHD,0.108490228328662,0.718816670460909,0.00000190974931066612,0.00000284371430201378,Influence flag,TRUE,Bidirectional,0.000315129053779506,0.00169174544660577,0.00000556394475315081,0.00000953819100540138,TRUE
Saint Lucia,DD_to_IHD,0.592108827689608,0.729734302009361,0.0000652480689943209,0.0000869974253257612,Residual serial correlation flag,TRUE,Neither,0.315558705131745,0.367851290553577,0.715461696276174,0.722545475447225,TRUE
Saint Vincent and the Grenadines,Neither,0.459898989551174,0.718816670460909,0.31902939270855,0.330365462500225,Influence flag,TRUE,Bidirectional,0.00942395937385632,0.0223545082821708,0.000937333149849784,0.00130969837376271,TRUE
Slovak Republic,DD_to_IHD,0.599857057615173,0.732759519482008,0.000000000000157631766678678,0.00000000000036131326294888,Residual serial correlation flag,FALSE,DD_to_IHD,0.128869868598136,0.176257549674571,0.000315218466297451,0.000465975124091884,FALSE
Socialist Republic of Viet Nam,DD_to_IHD,0.0118092142761879,0.369436598152389,0.000000000000000065775606283097,0.000000000000000206434210488489,Residual serial correlation flag,FALSE,Bidirectional,0.000875310006971164,0.0034601325981432,0,0,TRUE
Solomon Islands,DD_to_IHD,0.343767897759116,0.718816670460909,0.000000000000000000134806071944747,0.000000000000000000572925805765175,Residual serial correlation flag,TRUE,Bidirectional,0.0000797372673854158,0.000639154916651662,0,0,TRUE
State of Eritrea,DD_to_IHD,0.0548813683338618,0.486773875656861,0.000000000000000000186777870901226,0.000000000000000000777605829874492,Residual serial correlation flag,FALSE,DD_to_IHD,0.221889324739639,0.279416186709174,0,0,FALSE
State of Israel,DD_to_IHD,0.549625344828604,0.723377873193775,0.0000152057296727037,0.0000215414503696636,Influence flag,FALSE,DD_to_IHD,0.231619791322905,0.286366287453773,0.0000471087018545369,0.0000744974820025234,FALSE
State of Kuwait,DD_to_IHD,0.566759910716297,0.72919300389818,0.000000000000000000507496757661896,0.0000000000000000019533837464722,Influence flag,FALSE,Bidirectional,0.00294488528194337,0.00910764485755533,0,0,TRUE
State of Libya,DD_to_IHD,0.178667957527507,0.718816670460909,0.000000000000000000000000467744799027234,0.00000000000000000000000636132926677038,Influence flag,FALSE,DD_to_IHD,0.238954019788001,0.290158452599715,0,0,FALSE
State of Qatar,DD_to_IHD,0.392173879955446,0.718816670460909,0.00153767313333969,0.00187835520479819,Influence flag,FALSE,Bidirectional,0.0258674670130878,0.0471677437649928,0.0118863514473236,0.0152504131776983,TRUE
Sultanate of Oman,DD_to_IHD,0.593803402615461,0.729734302009361,0.00000169089928575554,0.00000255513669847504,Influence flag,FALSE,Neither,0.0775654484896322,0.11549891599916,0.094636290015548,0.110906286831971,TRUE
Swiss Confederation,Neither,0.0874287671410662,0.660572907288055,0.0891373397154609,0.0962117317563705,Influence flag,FALSE,Bidirectional,0.00739993927149485,0.0196050339140902,0.003678195880503,0.00487241532222475,TRUE
Syrian Arab Republic,DD_to_IHD,0.76362443342567,0.807147069527652,0.0000000108015339385801,0.0000000176281033877627,Residual serial correlation flag,FALSE,DD_to_IHD,0.39659010211936,0.439697721914943,0.00000000000204747330201371,0.00000000000542447472221815,FALSE
Taiwan (Province of China),DD_to_IHD,0.118450019489734,0.718816670460909,0.00000000000000000000159838907486739,0.00000000000000000000881273976413374,Residual serial correlation flag,FALSE,Bidirectional,0.0116519342212522,0.0261208195729171,0.00000000000215849560447623,0.00000000000564529619632245,TRUE
Togolese Republic,DD_to_IHD,0.419801536071511,0.718816670460909,0.00384571821574358,0.00456120067448657,Influence flag,FALSE,IHD_to_DD,0.0000415181691284516,0.000470539250122452,0.578024834720186,0.589585331414589,TRUE
Tokelau,DD_to_IHD,0.016906497389431,0.393237799679801,0.000112704561325628,0.000148333745228568,Influence flag,TRUE,Bidirectional,0.000000258423479060355,0.0000105436779456625,0.00000154999393742195,0.0000027982191436644,TRUE
Turkmenistan,DD_to_IHD,0.342361135314176,0.718816670460909,0.000000000000000333241051553539,0.000000000000000971159635956029,Residual serial correlation flag,FALSE,Bidirectional,0.00113583429988795,0.00421128584223757,0.000000000933935373481631,0.00000000202683847010907,TRUE
Tuvalu,DD_to_IHD,0.547212285252566,0.723377873193775,0.00149347303290774,0.00183535240188662,Influence flag,TRUE,Neither,0.0351928205333322,0.0569788522920616,0.17299680637081,0.190764045944029,TRUE
Ukraine,DD_to_IHD,0.221253973913875,0.718816670460909,0.0000000000000000000000131138617838665,0.0000000000000000000000990825112558805,Residual serial correlation flag,FALSE,Bidirectional,0.000210117180746927,0.00129890620825373,0,0,TRUE
Union of the Comoros,DD_to_IHD,0.342203769501416,0.718816670460909,0.0000000130258011624428,0.0000000210893923582407,Influence flag,TRUE,DD_to_IHD,0.0299304603552217,0.0514382724350968,0.0000053478652670691,0.0000093244830297615,FALSE
United Arab Emirates,DD_to_IHD,0.791749398011471,0.81988262535198,0.000000000000000000273701206971481,0.00000000000000000111670092444364,Influence flag,FALSE,Bidirectional,0.000575293552467659,0.00266727010689551,0,0,TRUE
United Kingdom of Great Britain and Northern Ireland,DD_to_IHD,0.353256921047629,0.718816670460909,0.0000316771063317472,0.0000430808646111761,Influence flag,FALSE,Neither,0.285294348051791,0.338372366293985,0.355452656455397,0.373774958334541,TRUE
United Mexican States,DD_to_IHD,0.113831193271763,0.718816670460909,0.000000000000000000000000000510038308690919,0.0000000000000000000000000346826049909825,Residual serial correlation flag,FALSE,Bidirectional,0.00136920070316937,0.00481580936976813,0,0,TRUE
United Republic of Tanzania,DD_to_IHD,0.507812799400355,0.718816670460909,0.0000000000000000000000008645401148761,0.0000000000000000000000099171102275066,Influence flag,FALSE,DD_to_IHD,0.334686863542666,0.383573708779235,0,0,FALSE
United States Virgin Islands,Neither,0.717894621176234,0.784841203789528,0.637583856636404,0.647100033601127,Influence flag,TRUE,Bidirectional,0.00000596549292142257,0.0000936123504592464,0.000752236334736534,0.00106566814087676,TRUE
United States of America,DD_to_IHD,0.197229872128126,0.718816670460909,0.00000000000000000029981360625045,0.0000000000000000011992544250018,Residual serial correlation flag,FALSE,Bidirectional,0.0000508033205451897,0.000518193869560934,0.00000304923725691353,0.00000540908174269878,TRUE
