location_name,ISO3,longitude,latitude,selected_lag_BIC,primary_direction,IHD_to_DD_p,IHD_to_DD_q,DD_to_IHD_p,DD_to_IHD_q,HC3_direction,IHD_to_DD_p_HC3,IHD_to_DD_q_HC3,DD_to_IHD_p_HC3,DD_to_IHD_q_HC3,IHD_to_DD_BG_p,DD_to_IHD_BG_p,diagnostics,small_island_excluded
Taiwan (Province of China),TWN,120.6794,24.1439,3,DD -> IHD,0.118450019489734,0.718816670460909,0.00000000000000000000159838907486739,0.00000000000000000000881273976413374,Neither,0.607120523515563,0.916769859708322,0.495907194781697,0.945467922761366,0.356715016076199,0.0112163942030622,Residual serial correlation flag,FALSE
Togolese Republic,TGO,1.2153,6.1308,3,DD -> IHD,0.419801536071511,0.718816670460909,0.00384571821574358,0.00456120067448657,Neither,0.828522046462784,0.916769859708322,0.521485847372605,0.952675610449616,0.158701175395819,0.61587802438699,Influence flag,FALSE
Tokelau,TKL,-172.51591,-8.54212,3,DD -> IHD,0.016906497389431,0.393237799679801,0.000112704561325628,0.000148333745228568,Neither,0.825522244104858,0.916769859708322,0.971975423125107,0.998138144554251,0.169012303295147,0.0987763859355746,Influence flag,TRUE
Turkmenistan,TKM,58.38,37.9375,2,DD -> IHD,0.342361135314176,0.718816670460909,0.000000000000000333241051553539,0.000000000000000971159635956029,Neither,0.510884491999513,0.916769859708322,0.426929856826262,0.897107372940375,0.207727889350861,0.0394909572802437,Residual serial correlation flag,FALSE
Tuvalu,TUV,179.2,-8.5167,3,DD -> IHD,0.547212285252566,0.723377873193775,0.00149347303290774,0.00183535240188662,Neither,0.805108936423558,0.916769859708322,0.551079103369594,0.952675610449616,0.537078476653928,0.118254599192833,Influence flag,TRUE
Ukraine,UKR,30.5233,50.45,2,DD -> IHD,0.221253973913875,0.718816670460909,0.0000000000000000000000131138617838665,0.0000000000000000000000990825112558805,DD -> IHD,0.584790590506565,0.916769859708322,0.000645507728551186,0.0164604470780552,0.214337505953174,0.0121106529111318,Residual serial correlation flag,FALSE
Union of the Comoros,COM,44.3939,-12.1675,2,DD -> IHD,0.342203769501416,0.718816670460909,0.0000000130258011624428,0.0000000210893923582407,Neither,0.603846883430765,0.916769859708322,0.43536093098577,0.897107372940375,0.689681089122754,0.177759843763137,Influence flag,TRUE
United Arab Emirates,ARE,55.2972,25.2631,3,DD -> IHD,0.791749398011471,0.81988262535198,0.000000000000000000273701206971481,0.00000000000000000111670092444364,Neither,0.867491217337351,0.916769859708322,0.265911518264863,0.827630372655187,0.946390784840261,0.409436783322896,Influence flag,FALSE
United Kingdom of Great Britain and Northern Ireland,GBR,-0.1275,51.5072,3,DD -> IHD,0.353256921047629,0.718816670460909,0.0000316771063317472,0.0000430808646111761,Neither,0.747997415648867,0.916769859708322,0.146923850588011,0.65157533739031,0.114116455326318,0.583030765642218,Influence flag,FALSE
United Mexican States,MEX,-99.1333,19.4333,2,DD -> IHD,0.113831193271763,0.718816670460909,0.000000000000000000000000000510038308690919,0.0000000000000000000000000346826049909825,DD -> IHD,0.65901938511282,0.916769859708322,0.00000035929013800316,0.0000366475940763223,0.302073382804116,0.0183956342022883,Residual serial correlation flag,FALSE
United Republic of Tanzania,TZA,39.2803,-6.8161,2,DD -> IHD,0.507812799400355,0.718816670460909,0.0000000000000000000000008645401148761,0.0000000000000000000000099171102275066,Neither,0.620984860277013,0.916769859708322,0.544943159076196,0.952675610449616,0.636273211777573,0.172713059580657,Influence flag,FALSE
United States Virgin Islands,VIR,-64.9331,18.342,3,Neither,0.717894621176234,0.784841203789528,0.637583856636404,0.647100033601127,Neither,0.855803514027616,0.916769859708322,0.930760493050366,0.998138144554251,0.170857838878623,0.313532867514654,Influence flag,TRUE
United States of America,USA,-73.9249,40.6943,2,DD -> IHD,0.197229872128126,0.718816670460909,0.00000000000000000029981360625045,0.0000000000000000011992544250018,Neither,0.937296388068283,0.943262209724858,0.683647856856154,0.965817692352022,0.0911336914407988,0.0263503141097039,Residual serial correlation flag,FALSE
